report_date,governorate,city,longitude,latitude,issue_type,report_headline,report_detail,text_length,report_category,proximity_to_service,repetition_flag,report_truth
2026-02-18,Suez,Suez City,32.583067,29.921078,waste_garbage,Health Hazard Waste,Mountains of waste blocking the pavement on Street 84. Immediate danger — residents are evacuating. No one is answering the phone.,150,citizen,1,0,Emergency
2025-10-13,Minya,Minya City,30.698023,28.117577,telecom,Signal Loss,Mobile signal is completely lost in the Street 12 area.,67,citizen,1,0,True
2025-12-27,Suez,El Arbaeen,32.526978,29.993576,telecom,[Follow-up] Signal Loss,Following up on my previous report about The entire building at Building 69 has no internet since yesterday.,132,citizen,1,1,Repeated
2025-06-21,Sharqia,Zagazig,31.55513,30.638048,water,I don't know,Main supply lin,28,citizen,0,1,Unclear
2025-05-10,Minya,Mallawi,30.697097,28.132766,electricity,Noise Complaint,Neighbors are making too much noise late at night at Building 4.,80,citizen,1,0,Out_of_scope
2026-01-22,Red Sea,El Gouna,33.823848,27.323765,electricity,Electric Sparking,Repeated outages every night since last week at Street 121. Immediate danger — residents are evacuating.,122,citizen,1,0,Emergency
2026-02-15,Giza,Imbaba,31.282518,30.073438,water,Water Leak,A 4-inch diameter pipe burst in front of Building 60. This is a total mess.,86,citizen,1,0,True
2025-11-10,Red Sea,Hurghada,33.84728,27.249339,electricity,Electric Sparking,Live wires are exposed on the pole near Street 136.,69,citizen,1,0,True
2025-04-25,Qalyubia,Banha,31.209655,30.354854,gas_issue,Gas Leak,The main gas meter is making a loud whistling sound. People are suffocating and cannot breathe. This is a total mess.,126,citizen,1,0,Emergency
2025-10-04,Sohag,Sohag City,31.667962,26.571229,gas_issue,!!! URGENT !!! - Suspected Gas Explosion,"URGENT!! Low gas pressure, the heater is not working.",94,business,1,0,Emergency
2025-12-13,Sohag,Sohag City,31.733457,26.608674,waste_garbage,Health Hazard Waste,Mountains of waste blocking the pavement on Street 1. I already called before and nothing happened.,119,business,0,0,True
2025-11-28,Qalyubia,Khusus,31.224751,30.398827,gas_issue,Pressure Drop,"Low gas pressure, the heater is not working.",58,business,1,0,True
2025-06-28,Cairo,Maadi,31.30453,30.122816,water,Political Complaint,I want to file a complaint about the local council decisions.,81,citizen,1,0,Out_of_scope
2025-07-12,Red Sea,Hurghada,33.847048,27.248798,road_damage,Flooded Road,A large pothole on Street 22 is damaging vehicles.,63,citizen,1,0,True
2025-09-14,Dakahlia,Talkha,31.326076,31.108866,gas_issue,test report,A very strong s,27,business,1,0,Unclear
2025-11-15,Aswan,Edfu,32.945694,24.07661,telecom,[Follow-up] Signal Loss,This is the second time I am reporting A cable appears to have been cut near Street 17.,111,citizen,1,1,Repeated
2025-07-20,Gharbia,El Santa,30.978297,30.929953,water,No Water Supply,A 4-inch diameter pipe burst in front of Building 60. We are suffering badly.,93,citizen,1,0,True
2026-02-19,Minya,Beni Mazar,30.68636,28.118515,telecom,No Internet,Mobile signal is completely lost in the Street 103 area. We are suffering badly.,92,citizen,1,0,True
2025-12-30,Giza,Mohandessin,31.267849,30.02044,waste_garbage,[Follow-up] Garbage Pile,Following up on my previous report about Dead carcass in the middle of the road causing a health risk.,127,citizen,1,1,Repeated
2026-02-10,Qalyubia,Banha,31.17347,30.323111,electricity,Broken Street Light,Power surges are damaging appliances in the whole building. People are suffocating and cannot breathe.,122,citizen,1,0,Emergency
2025-06-26,Sharqia,10th of Ramadan City,31.555805,30.563529,road_damage,Flooded Road,Road is flooded and completely impassable near Building 58.,72,citizen,1,0,True
2026-03-08,Minya,Mallawi,30.695354,28.127014,telecom,Signal Loss,Mobile signal is completely lost in the Street 113 area.,68,citizen,1,0,True
2025-10-22,Sohag,Tahta,31.624913,26.482037,telecom,Medical Emergency,"Someone collapsed on Street 69, we need an ambulance now.",75,citizen,1,0,Out_of_scope
2025-07-01,Minya,Minya City,30.764462,28.037992,electricity,Broken Street Light,The electricity has been out at Building 16 for hours. The whole street is blocked.,103,citizen,1,0,True
2026-03-21,Sohag,Girga,31.666108,26.570867,telecom,Phone Line Dead,I heard rumors about the entire building at Building 41 has no internet since yesterday. although my neighbor disagrees.,136,citizen,0,0,False
2025-09-26,Sohag,Tahta,31.6789,26.627682,road_damage,Road Collapse,A large pothole on Street 136 is damaging vehicles. I already called before and nothing happened.,111,citizen,1,0,True
2025-12-11,Sharqia,Belbeis,31.44205,30.660572,electricity,Power Outage,I am not sure but maybe a technical failure in the 500kva transformer near Building 37. although my neighbor disagrees.,132,citizen,0,0,False
2026-03-06,Alexandria,Miami,29.993427,31.238015,waste_garbage,Health Hazard Waste,A friend said he saw trash has not been collected from Street 75 for a week. I could be wrong about this.,125,citizen,0,0,False
2025-05-04,Sharqia,10th of Ramadan City,31.493063,30.511909,water,I don't know,The water smell,28,citizen,1,0,Unclear
2025-06-21,Ismailia,Abu Sultan,32.340442,30.531712,telecom,[Follow-up] Phone Line Dead,Resubmitting my complaint about A cable appears to have been cut near Street 140.,109,citizen,1,1,Repeated
2025-11-05,Aswan,Kom Ombo,32.83316,24.152491,road_damage,Damaged Pavement,A large pothole on Street 114 is damaging vehicles. The structure looks like it may collapse. We are suffering badly.,134,citizen,0,0,Emergency
2026-03-27,Aswan,Edfu,32.937791,24.092411,electricity,Transformer Explosion,Repeated outages every night since last week at Street 60. Please help quickly!,101,citizen,1,0,True
2026-02-25,Dakahlia,El Gamalia,31.43331,31.063053,waste_garbage,Trash Accumulation,"Mountains of waste blocking the pavement on Street 47. Fix it ASAP, we can't live like this.",111,business,1,0,True
2026-03-18,Ismailia,Abu Sultan,32.287484,30.643134,waste_garbage,Health Hazard Waste,Illegal dumping of construction waste near Building 72. The structure looks like it may collapse. I already called before and nothing happened.,163,citizen,1,0,Emergency
2025-11-15,Gharbia,Tanta,31.024164,30.921719,electricity,Power Outage,A technical failure in the 500kVA transformer near Building 55.,76,citizen,1,0,True
2025-05-01,Luxor,Karnak,32.619982,25.660529,road_damage,Marriage Certificate Request,Where can I get a copy of my marriage certificate?,79,citizen,0,0,Out_of_scope
2025-09-02,Cairo,Zamalek,31.268022,30.112596,telecom,Signal Loss,Mobile signal is completely lost in the Street 73 area.,67,citizen,1,1,True
2025-11-20,Alexandria,Smouha,29.863172,31.191131,gas_issue,!!! EXPLOSION !!! - Pressure Drop,EXPLOSION!! The main gas meter is making a loud whistling sound.,98,citizen,1,0,Emergency
2025-07-14,Red Sea,El Gouna,33.795621,27.220447,road_damage,Large Pothole,Road is flooded and completely impassable near Building 30. The whole street is blocked.,102,citizen,1,0,True
2025-10-08,Cairo,Zamalek,31.169969,30.097683,waste_garbage,[Follow-up] Garbage Pile,I reported this before but it was not fixed: Mountains of waste blocking the pavement on Street 19.,124,citizen,1,1,Repeated
2026-03-18,Sohag,Akhmim,31.755401,26.638773,telecom,Check this,not sure,19,business,1,1,Unclear
2025-05-29,Giza,6th of October City,31.261709,29.978792,road_damage,Damaged Pavement,The pavement is cracked and very dangerous for pedestrians.,76,citizen,1,0,True
2026-03-07,Sohag,Akhmim,31.659476,26.590522,electricity,Transformer Explosion,The electricity has been out at Building 54 for hours.,76,citizen,1,0,True
2025-07-19,Red Sea,Hurghada,33.884628,27.265373,gas_issue,Pressure Drop,Neighbors are evacuating due to the strong gas odor. The whole street is blocked.,95,citizen,1,0,True
2025-12-03,Sohag,Girga,31.762759,26.578608,water,Contaminated Water,Main supply line is leaking heavily near the valve.,70,citizen,1,0,True
2025-06-12,Red Sea,Ras Gharib,33.812676,27.227759,telecom,[Follow-up] No Internet,This is the second time I am reporting A cable appears to have been cut near Street 146.,112,citizen,1,1,Repeated
2026-02-10,Cairo,Nasr City,31.177263,29.984259,telecom,Signal Loss,"A cable appears to have been cut near Street 47. Fix it ASAP, we can't live like this.",98,citizen,0,0,True
2026-02-17,Suez,Suez City,32.565161,29.923131,telecom,Phone Line Dead,"Mobile signal is completely lost in the Street 143 area. Fix it ASAP, we can't live like this.",110,citizen,0,0,True
2025-12-02,Red Sea,Hurghada,33.732829,27.238537,gas_issue,Suspected Gas Explosion,"Low gas pressure, the heater is not working.",68,citizen,1,1,True
2025-11-26,Sharqia,Abu Hammad,31.53679,30.633383,waste_garbage,Trash Accumulation,Dead carcass in the middle of the road causing a health risk.,80,citizen,1,0,True
2025-11-03,Dakahlia,El Gamalia,31.379105,31.094829,gas_issue,Neighborhood Security Issue,There are suspicious people gathering near Street 114 at night.,91,citizen,0,0,Out_of_scope
2025-11-12,Minya,Minya City,30.709103,28.097924,water,test report,...,15,citizen,0,0,Unclear
2025-08-21,Red Sea,Marsa Alam,33.740192,27.214524,gas_issue,Gas Smell,A very strong smell of gas detected at Building 21. The whole street is blocked.,90,citizen,1,0,True
2026-01-09,Ismailia,El Qantara,32.212994,30.566199,telecom,Noise Complaint,Neighbors are making too much noise late at night at Building 79.,81,citizen,1,0,Out_of_scope
2025-08-06,Dakahlia,Talkha,31.383431,31.041745,electricity,I don't know,Repeated outage,28,citizen,1,1,Unclear
2026-01-15,Qalyubia,Banha,31.232084,30.276862,water,Check this,Sewage water is,26,citizen,1,0,Unclear
2025-08-16,Suez,Suez City,32.478355,30.033923,water,!!! FIRE !!! - Water Leak,"FIRE!! Main supply line is leaking heavily near the valve. Fix it ASAP, we can't live like this.",122,citizen,0,0,Emergency
2025-10-06,Alexandria,Sidi Gaber,29.990378,31.277444,telecom,???,...,7,citizen,1,0,Unclear
2026-01-28,Cairo,Nasr City,31.224378,30.072531,gas_issue,...,...,7,business,0,0,Unclear
2025-12-06,Aswan,Edfu,32.918164,24.13206,telecom,No Internet,Mobile signal is completely lost in the Street 126 area.,68,citizen,0,0,True
2025-08-09,Suez,Ataka,32.474713,29.965086,telecom,[Follow-up] Signal Loss,Following up on my previous report about The telephone landline has been dead for three days.,117,citizen,1,1,Repeated
2025-12-13,Cairo,Nasr City,31.217624,30.061478,road_damage,Damaged Pavement,The pavement is cracked and very dangerous for pedestrians.,76,citizen,1,0,True
2025-07-20,Gharbia,Kafr El Zayat,30.993123,30.848264,water,Burst Pipe,A 4-inch diameter pipe burst in front of Building 2. Children and elderly people are trapped inside.,111,business,1,0,Emergency
2025-12-23,Alexandria,Sidi Gaber,29.985386,31.160756,gas_issue,Request for Financial Aid,"I need financial assistance, I cannot afford rent this month.",87,citizen,1,0,Out_of_scope
2025-05-02,Giza,6th of October City,31.163691,30.022043,telecom,Traffic Accident Report,"A car accident occurred at Street 142, need police assistance.",86,citizen,1,0,Out_of_scope
2025-06-17,Alexandria,Montazah,29.919074,31.193139,electricity,[Follow-up] Transformer Explosion,Resubmitting my complaint about Repeated outages every night since last week at Street 66.,124,citizen,1,1,Repeated
2025-04-15,Minya,Mallawi,30.792593,28.171468,road_damage,[Follow-up] Damaged Pavement,Resubmitting my complaint about Road is flooded and completely impassable near Building 40.,120,citizen,1,1,Repeated
2025-12-26,Sohag,Tahta,31.656307,26.587964,gas_issue,Gas Leak,Neighbors are evacuating due to the strong gas odor. The situation is critical and life-threatening.,109,citizen,1,0,Emergency
2025-09-21,Aswan,Kom Ombo,32.857923,24.092334,road_damage,[Follow-up] Large Pothole,Following up on my previous report about Road is flooded and completely impassable near Building 20.,126,business,1,1,Repeated
2025-12-13,Qalyubia,Qalyub,31.219149,30.331933,road_damage,Road Collapse,Part of the road near Building 74 has completely collapsed. Please help quickly!,94,citizen,0,0,True
2025-08-06,Suez,Ain Sokhna,32.530504,29.960609,electricity,Frequent Voltage Drops,Repeated outages every night since last week at Street 12.,81,citizen,1,0,True
2025-12-06,Giza,Haram,31.190295,29.955896,road_damage,Large Pothole,Part of the road near Building 37 has completely collapsed.,73,citizen,1,0,True
2026-03-23,Minya,Minya City,30.714518,28.155687,road_damage,Road Collapse,The pavement is cracked and very dangerous for pedestrians. Everything is broken.,95,citizen,0,0,True
2025-04-22,Aswan,Daraw,32.820361,24.15546,electricity,Frequent Voltage Drops,I am not sure but maybe a technical failure in the 500kva transformer near Building 43. but I have not seen it myself.,141,citizen,0,0,False
2025-11-16,Sharqia,Belbeis,31.430112,30.550688,telecom,Cable Cut,The entire building at Building 48 has no internet since yesterday. Children and elderly people are trapped inside.,125,citizen,0,0,Emergency
2025-07-03,Giza,6th of October City,31.276483,30.023859,gas_issue,Pressure Drop,A very strong smell of gas detected at Building 80. The building is shaking and cracking. We are suffering badly.,127,citizen,0,0,Emergency
2025-06-28,Luxor,Esna,32.656709,25.632689,waste_garbage,[Follow-up] Dead Animal,"Still not resolved, I reported this last week: Mountains of waste blocking the pavement on Street 4.",124,citizen,1,1,Repeated
2025-06-11,Giza,6th of October City,31.238041,30.010262,road_damage,Noise Complaint,Neighbors are making too much noise late at night at Building 79.,81,citizen,1,0,Out_of_scope
2025-07-16,Red Sea,Ras Gharib,33.73534,27.321387,electricity,Power Outage,The electricity has been out at Building 17 for hours. Everything is broken.,89,citizen,1,1,True
2025-08-16,Sharqia,Zagazig,31.430885,30.556136,water,Political Complaint,I want to file a complaint about the local council decisions.,81,citizen,0,1,Out_of_scope
2025-07-01,Aswan,Daraw,32.932771,24.082007,electricity,Broken Street Light,A technical failure in the 500kVA transformer near Building 63. The structure looks like it may collapse. We are suffering badly.,149,citizen,1,0,Emergency
2025-11-25,Red Sea,Ras Gharib,33.801319,27.328294,telecom,Phone Line Dead,Mobile signal is completely lost in the Street 46 area. This is a total mess.,93,citizen,1,0,True
2026-01-27,Giza,Faisal,31.175884,29.981058,water,Sewage Overflow,Main supply line is leaking heavily near the valve.,67,citizen,1,0,True
2025-10-16,Sohag,Sohag City,31.61859,26.592649,waste_garbage,Medical Emergency,"Someone collapsed on Street 13, we need an ambulance now.",75,citizen,1,0,Out_of_scope
2026-03-11,Alexandria,Miami,29.883251,31.252465,waste_garbage,asdfgh,idk,10,citizen,0,0,Unclear
2025-06-26,Alexandria,Miami,29.953432,31.230316,road_damage,!!! EXPLOSION !!! - Road Collapse,EXPLOSION!! Road is flooded and completely impassable near Building 12. This is a total mess.,127,citizen,1,0,Emergency
2026-03-18,Giza,Dokki,31.284856,30.017498,electricity,Power Outage,I heard rumors about the electricity has been out at Building 60 for hours. though everything looks fine from outside.,131,citizen,0,0,False
2025-04-16,Cairo,Zamalek,31.162716,29.986186,waste_garbage,Trash Accumulation,Mountains of waste blocking the pavement on Street 119. Please help quickly!,95,citizen,1,0,True
2025-06-10,Red Sea,Marsa Alam,33.783957,27.267784,road_damage,[Follow-up] Road Collapse,"Still not resolved, I reported this last week: Road is flooded and completely impassable near Building 30.",132,citizen,1,1,Repeated
2026-01-27,Dakahlia,Mit Ghamr,31.345345,31.051628,waste_garbage,Trash Accumulation,Trash has not been collected from Street 121 for a week.,75,business,0,0,True
2025-09-15,Minya,Minya City,30.793582,28.064015,gas_issue,Valve Damage,"Low gas pressure, the heater is not working. Everything is broken.",79,citizen,0,0,True
2026-01-22,Gharbia,Kafr El Zayat,31.081787,30.950631,waste_garbage,Illegal Dumping,Mountains of waste blocking the pavement on Street 93.,70,citizen,0,0,True
2025-07-06,Luxor,Esna,32.628283,25.613427,gas_issue,Suspected Gas Explosion,The main gas meter is making a loud whistling sound.,76,citizen,0,0,True
2025-09-20,Dakahlia,Mit Ghamr,31.457724,31.01762,water,!!! EXPLOSION !!! - Water Leak,"EXPLOSION!! Water pressure is extremely low, nothing comes from the tap. I already called before and nothing happened.",149,citizen,0,0,Emergency
2025-07-07,Giza,Haram,31.154413,30.079347,gas_issue,[Follow-up] Gas Leak,Following up on my previous report about Neighbors are evacuating due to the strong gas odor.,114,business,1,1,Repeated
2025-09-23,Giza,Dokki,31.240874,30.004542,gas_issue,I don't know,not sure,21,citizen,1,0,Unclear
2025-12-11,Alexandria,Sidi Gaber,29.951366,31.248971,electricity,test report,asdfgh,18,citizen,1,0,Unclear
2026-04-04,Suez,Suez City,32.629514,29.996014,gas_issue,...,help,8,citizen,1,1,Unclear
2025-07-31,Cairo,Nasr City,31.209662,30.015521,telecom,Cable Cut,Mobile signal is completely lost in the Street 47 area. Immediate danger — residents are evacuating. I already called before and nothing happened.,156,citizen,1,1,Emergency
2025-09-20,Sohag,Akhmim,31.703819,26.553191,water,Sewage Overflow,A 4-inch diameter pipe burst in front of Building 76. Children and elderly people are trapped inside.,117,citizen,1,0,Emergency
2026-03-24,Gharbia,Tanta,31.099962,30.827822,water,[Follow-up] Sewage Overflow,I reported this before but it was not fixed: Sewage water is flooding the entrance of Street 31.,124,citizen,1,1,Repeated
2025-10-17,Red Sea,Marsa Alam,33.818442,27.188206,road_damage,Damaged Pavement,Part of the road near Building 29 has completely collapsed. People are suffocating and cannot breathe. It has been like this for two days.,155,citizen,0,0,Emergency
2025-07-03,Cairo,Nasr City,31.233603,30.029609,electricity,Power Outage,A technical failure in the 500kVA transformer near Building 2.,75,citizen,0,0,True
2025-06-16,Aswan,Daraw,32.944327,24.050943,telecom,Cable Cut,The telephone landline has been dead for three days. I see fire and thick smoke.,90,citizen,1,0,Emergency
2025-07-31,Cairo,Nasr City,31.229056,30.027221,water,test report,A 4-inch diamet,27,citizen,1,0,Unclear
2026-01-23,Alexandria,Downtown Alexandria,29.855623,31.149483,gas_issue,Gas Smell,Neighbors are evacuating due to the strong gas odor. No one is answering the phone.,93,citizen,1,0,True
2025-05-18,Sohag,Sohag City,31.733657,26.490159,gas_issue,Gas Leak,Construction work may have damaged a pipe on Street 9.,63,citizen,1,0,True
2025-08-19,Luxor,Armant,32.583835,25.646076,waste_garbage,Trash Accumulation,Dead carcass in the middle of the road causing a health risk. The structure looks like it may collapse. Please help quickly!,143,citizen,1,0,Emergency
2025-09-05,Luxor,Esna,32.650095,25.658924,road_damage,School Enrollment Question,I want to know how to enroll my child in the nearby school.,86,citizen,1,0,Out_of_scope
2025-08-15,Sohag,Akhmim,31.744357,26.546053,water,Water Leak,Main supply line is leaking heavily near the valve. We are suffering badly.,86,citizen,1,0,True
2026-01-03,Cairo,Downtown Cairo,31.283884,29.982726,water,[Follow-up] Contaminated Water,I reported this before but it was not fixed: A 4-inch diameter pipe burst in front of Building 29.,129,citizen,1,1,Repeated
2026-02-14,Ismailia,Fayed,32.336605,30.527304,electricity,Check this,idk,14,citizen,1,0,Unclear
2025-10-18,Luxor,Armant,32.647696,25.660371,water,!!! URGENT !!! - No Water Supply,URGENT!! Main supply line is leaking heavily near the valve. We are suffering badly.,117,business,1,0,Emergency
2025-07-20,Red Sea,El Gouna,33.888254,27.188647,telecom,Signal Loss,The telephone landline has been dead for three days. People are suffocating and cannot breathe. The whole street is blocked.,136,citizen,0,0,Emergency
2026-02-23,Alexandria,Smouha,29.926892,31.128736,waste_garbage,Dead Animal,Someone told me there is illegal dumping of construction waste near Building 69. though everything looks fine from outside.,135,citizen,0,0,False
2025-04-30,Ismailia,Fayed,32.339429,30.633483,gas_issue,Gas Leak,Construction work may have damaged a pipe on Street 135. People are suffocating and cannot breathe.,108,citizen,1,0,Emergency
2025-08-28,Alexandria,Smouha,29.995288,31.221547,electricity,[Follow-up] Electric Sparking,I reported this before but it was not fixed: Live wires are exposed on the pole near Street 71.,125,citizen,1,1,Repeated
2026-03-16,Suez,Suez City,32.584656,29.925792,water,Neighborhood Security Issue,There are suspicious people gathering near Street 11 at night.,90,citizen,1,0,Out_of_scope
2026-03-04,Ismailia,Ismailia City,32.318388,30.571609,electricity,Transformer Explosion,A technical failure in the 500kVA transformer near Building 57. This is a total mess.,107,citizen,1,0,True
2026-03-20,Giza,6th of October City,31.258973,30.034822,road_damage,[Follow-up] Damaged Pavement,Resubmitting my complaint about Road is flooded and completely impassable near Building 61.,120,citizen,1,1,Repeated
2026-02-27,Luxor,Karnak,32.685225,25.626293,telecom,Cable Cut,The entire building at Building 32 has no internet since yesterday.,77,citizen,1,0,True
2026-03-20,Sharqia,Belbeis,31.42724,30.509939,electricity,Broken Street Light,A technical failure in the 500kVA transformer near Building 72.,83,citizen,0,0,True
2026-03-22,Giza,Faisal,31.191895,30.007543,water,Sewage Overflow,"I heard rumors about water pressure is extremely low, nothing comes from the tap. but the workers said it was already fixed.",140,citizen,0,0,False
2026-01-31,Ismailia,Abu Sultan,32.22167,30.613245,water,!!! FIRE !!! - No Water Supply,FIRE!! Sewage water is flooding the entrance of Street 58. It has been like this for two days.,125,citizen,1,0,Emergency
2026-01-22,Gharbia,Kafr El Zayat,31.082133,30.836216,electricity,Neighborhood Security Issue,There are suspicious people gathering near Street 36 at night.,90,citizen,1,0,Out_of_scope
2025-09-27,Ismailia,Ismailia City,32.270379,30.601908,road_damage,Flooded Road,Part of the road near Building 80 has completely collapsed. Children and elderly people are trapped inside. This is a total mess.,142,citizen,1,0,Emergency
2025-12-05,Minya,Mallawi,30.785526,28.171878,gas_issue,Gas Smell,"Low gas pressure, the heater is not working.",54,citizen,1,0,True
2025-09-22,Minya,Mallawi,30.783325,28.042308,electricity,Transformer Explosion,A technical failure in the 500kVA transformer near Building 68. The whole street is blocked.,114,business,1,0,True
2025-08-29,Aswan,Edfu,32.88402,24.136271,gas_issue,[Follow-up] Gas Smell,"I reported this before but it was not fixed: Low gas pressure, the heater is not working.",111,citizen,1,1,Repeated
2025-07-09,Sharqia,Belbeis,31.513444,30.656691,gas_issue,!!! EXPLOSION !!! - Gas Leak,EXPLOSION!! Construction work may have damaged a pipe on Street 129. No one is answering the phone.,128,citizen,1,0,Emergency
2025-08-24,Sohag,Girga,31.746063,26.560287,gas_issue,Suspected Gas Explosion,The main gas meter is making a loud whistling sound. Everything is broken.,98,citizen,1,0,True
2025-09-24,Cairo,Downtown Cairo,31.199889,30.103619,water,Marriage Certificate Request,Where can I get a copy of my marriage certificate?,79,citizen,0,0,Out_of_scope
2025-10-29,Ismailia,Abu Sultan,32.284863,30.620606,electricity,Medical Emergency,"Someone collapsed on Street 64, we need an ambulance now.",75,citizen,0,0,Out_of_scope
2025-07-12,Aswan,Daraw,32.943051,24.044102,electricity,Power Outage,The electricity has been out at Building 14 for hours.,67,citizen,1,0,True
2026-01-09,Giza,Dokki,31.216737,29.984538,water,test report,Sewage water is,27,citizen,0,0,Unclear
2025-04-28,Gharbia,Mahalla,31.060478,30.930363,waste_garbage,test report,...,15,citizen,0,1,Unclear
2025-11-18,Suez,Ataka,32.540954,29.92241,gas_issue,Suspected Gas Explosion,Construction work may have damaged a pipe on Street 116. People are suffocating and cannot breathe.,123,business,1,0,Emergency
2025-05-12,Minya,Abu Qurqas,30.800487,28.160347,electricity,[Follow-up] Power Outage,This is the second time I am reporting Power surges are damaging appliances in the whole building.,123,citizen,1,1,Repeated
2025-09-04,Cairo,Maadi,31.264887,30.041815,electricity,...,Live wires are ,19,citizen,0,0,Unclear
2025-12-29,Suez,Suez City,32.504619,30.009878,road_damage,Large Pothole,Road is flooded and completely impassable near Building 68.,73,citizen,0,0,True
2025-05-29,Alexandria,Montazah,29.866862,31.24419,telecom,Phone Line Dead,Mobile signal is completely lost in the Street 7 area.,70,citizen,1,0,True
2025-07-16,Ismailia,Fayed,32.215237,30.662027,telecom,Lost Pet,My cat has been missing since yesterday near Building 57.,66,citizen,1,0,Out_of_scope
2026-03-23,Dakahlia,El Gamalia,31.433229,31.06699,gas_issue,Gas Smell,"The main gas meter is making a loud whistling sound. Fix it ASAP, we can't live like this.",100,citizen,1,0,True
2026-04-02,Luxor,Esna,32.58959,25.61449,electricity,Frequent Voltage Drops,Live wires are exposed on the pole near Street 128.,74,citizen,1,0,True
2025-04-12,Dakahlia,Mit Ghamr,31.390024,31.099272,electricity,Power Outage,A technical failure in the 500kVA transformer near Building 24.,76,citizen,0,0,True
2026-01-17,Minya,Beni Mazar,30.72219,28.106456,gas_issue,Gas Smell,The main gas meter is making a loud whistling sound. I see fire and thick smoke.,90,business,0,0,Emergency
2025-05-28,Giza,Faisal,31.288442,29.972326,telecom,!!! EXPLOSION !!! - Phone Line Dead,EXPLOSION!! The telephone landline has been dead for three days.,100,business,1,0,Emergency
2025-08-01,Ismailia,Ismailia City,32.230259,30.660535,gas_issue,Gas Leak,A very strong smell of gas detected at Building 32.,60,citizen,1,0,True
2025-05-07,Aswan,Edfu,32.909222,24.045558,electricity,Neighborhood Security Issue,There are suspicious people gathering near Street 79 at night.,90,citizen,1,0,Out_of_scope
2025-11-19,Sharqia,Zagazig,31.464192,30.589095,water,Contaminated Water,I heard rumors about main supply line is leaking heavily near the valve. I could be wrong about this.,120,citizen,0,0,False
2025-04-30,Gharbia,Tanta,31.106285,30.923185,gas_issue,Gas Leak,Construction work may have damaged a pipe on Street 18.,64,citizen,1,0,True
2026-01-29,Red Sea,Hurghada,33.791756,27.270097,electricity,Broken Street Light,A technical failure in the 500kVA transformer near Building 76. People are suffocating and cannot breathe.,126,citizen,1,0,Emergency
2025-09-01,Ismailia,Ismailia City,32.3302,30.527879,water,Water Leak,A 4-inch diameter pipe burst in front of Building 13. This is a total mess.,86,business,0,0,True
2025-09-03,Luxor,Esna,32.650223,25.672157,waste_garbage,[Follow-up] Dead Animal,I reported this before but it was not fixed: Trash has not been collected from Street 134 for a week.,125,citizen,1,1,Repeated
2025-12-09,Minya,Mallawi,30.774625,28.050996,electricity,Broken Street Light,Repeated outages every night since last week at Street 8. Immediate danger — residents are evacuating.,122,citizen,1,0,Emergency
2025-10-20,Ismailia,Abu Sultan,32.287919,30.548982,telecom,I don't know,idk,16,citizen,1,0,Unclear
2025-11-15,Alexandria,Smouha,29.895016,31.213875,electricity,Transformer Explosion,A technical failure in the 500kVA transformer near Building 45. The whole street is blocked.,114,citizen,1,0,True
2025-08-23,Alexandria,Downtown Alexandria,29.912983,31.275007,electricity,Frequent Voltage Drops,I am not sure but maybe a technical failure in the 500kva transformer near Building 40. I could be wrong about this.,139,citizen,0,0,False
2025-08-12,Sharqia,10th of Ramadan City,31.473909,30.569405,electricity,I don't know,The electricity,28,citizen,1,0,Unclear
2026-01-29,Gharbia,El Santa,31.110462,30.893933,waste_garbage,[Follow-up] Garbage Pile,This is the second time I am reporting Mountains of waste blocking the pavement on Street 113.,119,citizen,1,1,Repeated
2025-12-25,Qalyubia,Banha,31.23177,30.360355,gas_issue,Valve Damage,"Low gas pressure, the heater is not working. We are suffering badly.",81,citizen,1,0,True
2025-11-08,Sohag,Girga,31.762286,26.577253,electricity,Broken Street Light,Repeated outages every night since last week at Street 144. The whole street is blocked.,108,business,1,0,True
2025-06-12,Suez,Ataka,32.510984,29.935983,gas_issue,Suspected Gas Explosion,I am not sure but maybe a very strong smell of gas detected at Building 40. although my neighbor disagrees.,131,citizen,1,0,False
2026-04-01,Sohag,Girga,31.687842,26.523126,telecom,[Follow-up] Cable Cut,This is the second time I am reporting Mobile signal is completely lost in the Street 58 area.,116,citizen,1,1,Repeated
2025-08-08,Suez,Ataka,32.477439,29.910177,telecom,[Follow-up] Signal Loss,Resubmitting my complaint about The telephone landline has been dead for three days.,108,citizen,1,1,Repeated
2026-03-18,Ismailia,Abu Sultan,32.216731,30.532461,road_damage,Flooded Road,Part of the road near Building 74 has completely collapsed. No one is answering the phone.,103,citizen,1,0,True
2026-03-21,Dakahlia,Mit Ghamr,31.414261,31.00233,road_damage,Damaged Pavement,Road is flooded and completely impassable near Building 48.,76,citizen,1,0,True
2025-10-09,Red Sea,Ras Gharib,33.79264,27.313621,gas_issue,Suspected Gas Explosion,The main gas meter is making a loud whistling sound.,76,citizen,0,0,True
2025-05-23,Suez,Ain Sokhna,32.532757,29.940131,water,Contaminated Water,Someone told me there is main supply line is leaking heavily near the valve. but the workers said it was already fixed.,138,citizen,0,0,False
2025-09-18,Luxor,Esna,32.572221,25.762536,electricity,!!! EXPLOSION !!! - Electric Sparking,EXPLOSION!! The electricity has been out at Building 79 for hours.,104,citizen,1,0,Emergency
2025-12-03,Luxor,Armant,32.592353,25.614889,water,No Water Supply,The water smells terrible and is brown in color.,64,citizen,1,0,True
